region,anzsic_descriptor,anzsic_descriptor2,category,gas,units,magnitude,year,data_val
Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,113.89
Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,109.02
Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,110.27
Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,114.86
Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,115.22
Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,118.49
West Coast,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,4.51
West Coast,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,4.56
West Coast,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,4.62
West Coast,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,4.59
West Coast,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,4.73
West Coast,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,4.53
West Coast,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,4.24
West Coast,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,4.05
West Coast,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,3.68
West Coast,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,3.51
West Coast,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,3.55
West Coast,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,3.58
West Coast,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,3.76
Auckland,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,379.42
Auckland,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,402.7
Auckland,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,441.56
Auckland,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,470.84
Auckland,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,437.07
Auckland,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,439.67
Auckland,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,411.36
Auckland,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,422.57
Auckland,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,420.79
Auckland,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,405.48
Auckland,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,409.2
Auckland,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,425.82
Auckland,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,432.67
Bay of Plenty,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,76.17
Bay of Plenty,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,77.93
Bay of Plenty,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,78.31
Bay of Plenty,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,78.08
Bay of Plenty,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,71.78
Bay of Plenty,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,78.22
Bay of Plenty,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,76.19
Bay of Plenty,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,79.58
Bay of Plenty,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,79.83
Bay of Plenty,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,76.47
Bay of Plenty,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,77.32
Bay of Plenty,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,81.59
Bay of Plenty,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,82.56
Canterbury,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,151.16
Canterbury,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,159.16
Canterbury,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,167.65
Canterbury,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,156.48
Canterbury,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,153.55
Canterbury,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,164
Canterbury,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,156.65
Canterbury,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,167.79
Canterbury,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,166.13
Canterbury,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,161.89
Canterbury,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,161.61
Canterbury,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,163.96
Canterbury,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,166.26
Gisborne,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,12.09
Gisborne,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,12.43
Gisborne,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,11.77
Gisborne,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,11.57
Gisborne,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,9.87
Gisborne,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,9.79
Gisborne,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,10.72
Gisborne,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,11.82
Gisborne,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,12.3
Gisborne,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,11.81
Gisborne,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,11.29
Gisborne,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,10.91
Gisborne,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,11.06
Hawke's Bay,"Government and defence, education and health care",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,45.19
