region,anzsic_descriptor,anzsic_descriptor2,category,gas,units,magnitude,year,data_val
Auckland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,392.37
Auckland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,375.78
Auckland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,364.11
Auckland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,366.13
Auckland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,373.53
Auckland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,382.66
Auckland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,395.16
Auckland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,398.07
Auckland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,383.09
Auckland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,393.1
Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,74.17
Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,77.88
Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,78.54
Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,86.58
Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,83.94
Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,74.13
Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,67.91
Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,69.61
Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,74.76
Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,84.52
Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,84.96
Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,84.95
Bay of Plenty,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,87.64
Canterbury,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,113.75
Canterbury,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,116.67
Canterbury,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,115.35
Canterbury,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,119.05
Canterbury,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,115.34
Canterbury,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,114.19
Canterbury,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,114.63
Canterbury,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,119.29
Canterbury,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,115.88
Canterbury,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,112.08
Canterbury,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,110.48
Canterbury,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,104.97
Canterbury,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,108.73
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,6.11
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,6.27
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,6.29
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,6.87
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,6.55
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,6.22
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,6.12
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,6.27
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,5.87
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,5.81
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,5.78
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,6.22
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,6.46
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,27.2
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,28.41
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,28.59
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,30.57
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,29.25
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,28.51
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,28.95
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,25.11
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,24.85
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,24.73
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,23.59
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,22.95
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,23.77
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,32.64
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,33.86
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,31.9
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,33.86
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,32.27
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,30.27
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,30.14
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,29.15
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,29.11
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,28.96
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,29.5
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,28.89
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,30.03
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,7.1
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,7.56
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,7.81
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,7.85
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,7.44
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,7.12
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,7.02
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,10.38
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,9.56
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,9.53
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,9.27
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,9.08
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,9.41
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,22.62
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,22.44
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,22.37
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,22.3
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,21.87
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,21.7
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,22.12
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,22.29
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,21.55
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,22.83
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,21.97
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,21.55
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,22.34
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,39
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,39.47
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,38.49
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,41.43
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,39.25
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,35.99
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,35.49
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,36.54
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,37.27
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,38.16
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,39.87
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,39.15
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,41.05
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,12.69
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,12.42
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,11.89
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,12.44
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,12.39
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,11.56
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,11.84
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,12.87
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,11.05
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,10.95
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,10.7
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,10.47
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,10.92
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,18.33
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,18.89
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,18.51
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,18.86
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,19.63
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,18.12
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,18.11
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,17.23
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,16.57
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,16.36
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,15.84
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,15.11
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,15.72
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,18.13
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,19.17
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,19.42
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,20.71
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,20.17
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,19.47
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,19.64
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,19.9
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,19.09
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,18.8
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,19.23
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,19.24
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,19.96
Waikato,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,66.52
Waikato,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,67.58
Waikato,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,69.27
Waikato,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,70.39
Waikato,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,65.68
Waikato,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,62.91
Waikato,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,64.71
Waikato,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,65.37
Waikato,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,63.78
Waikato,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,65.82
Waikato,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,68.64
Waikato,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,67.7
Waikato,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,70.23
Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,130.89
Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,134.09
Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,130.25
Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,131.64
Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,126.54
Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,118.13
Wellington,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,114.99
